Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff,HT_win_rate_against,AT_win_rate_against
2006-08-22,Tottenham,Sheffield United,2.0,0.0,H,79,72,7,1,0,65,15,0.4736842105263158,0.0,2.0,-2.0,0.0,1,1,-1,-1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,,,-1,66,16,0.4736842105263158,0.0,-2.0,0.0,0.0
2006-08-22,Watford,West Ham,1.0,1.0,D,68,76,-8,1,0,-1,-1,0.0,1.0,2.0,-1.0,0.0,1,3,55,-3,0.42105263157894735,3.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,,,-3,-56,2,-0.42105263157894735,-1.0,-3.0,0.0,1.0
2006-08-23,Aston Villa,Reading,2.0,1.0,H,75,71,4,1,1,42,-13,0.2631578947368421,1.0,1.0,0.0,0.0,1,3,-1,-1,0.0,3.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,-2,43,-12,0.2631578947368421,-1.0,-1.0,,
2006-08-23,Blackburn,Everton,1.0,1.0,D,77,77,0,1,0,63,9,0.5,0.0,3.0,-3.0,0.0,1,3,50,-15,0.3684210526315789,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,-3,13,24,0.13157894736842107,-1.0,-4.0,0.5,0.36363636363636365
2006-08-23,Charlton,Man United,0.0,3.0,A,75,82,-7,1,0,47,-14,0.34210526315789475,1.0,3.0,-2.0,0.0,1,3,83,38,0.6578947368421053,5.0,1.0,4.0,1.0,0,0,0,0,0,0,0,0,,,-3,-36,-52,-0.31578947368421056,-1.0,-6.0,0.0,0.8571428571428571
2006-08-23,Fulham,Bolton,1.0,1.0,D,75,76,-1,1,0,48,-10,0.3684210526315789,1.0,5.0,-4.0,0.0,1,3,56,8,0.3947368421052632,2.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,,,-3,-8,-18,-0.026315789473684292,-1.0,-6.0,0.6,0.2
2006-08-23,Man City,Portsmouth,0.0,0.0,D,77,75,2,1,0,43,-5,0.34210526315789475,0.0,3.0,-3.0,0.0,1,3,38,-25,0.2631578947368421,3.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,,,-3,5,20,0.07894736842105265,-1.0,-6.0,0.5,0.3333333333333333
2006-08-23,Middlesbrough,Chelsea,2.0,1.0,H,76,84,-8,1,0,45,-10,0.3157894736842105,2.0,3.0,-1.0,0.0,1,3,91,50,0.7631578947368421,3.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,,,-3,-46,-60,-0.4473684210526317,-1.0,-4.0,0.2222222222222222,0.5555555555555556
2006-08-26,Charlton,Bolton,2.0,0.0,H,75,76,-1,2,0,47,-14,0.34210526315789475,1.0,6.0,-5.0,0.0,2,4,56,8,0.3947368421052632,3.0,1.0,2.0,0.5,0,0,0,0,0,0,0,0,,,-4,-9,-22,-0.05263157894736848,-0.5,-7.0,0.1,0.6
2006-08-26,Fulham,Sheffield United,1.0,0.0,H,75,72,3,2,1,48,-10,0.3684210526315789,2.0,6.0,-4.0,0.0,2,1,-1,-1,0.0,1.0,3.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,0,49,-9,0.3684210526315789,0.0,-2.0,,
2006-08-26,Liverpool,West Ham,2.0,1.0,H,81,76,5,1,1,82,32,0.6578947368421053,1.0,1.0,0.0,0.0,2,4,55,-3,0.42105263157894735,4.0,2.0,2.0,0.5,0,0,0,0,0,0,0,0,,,-3,27,35,0.23684210526315802,-0.5,-2.0,0.5454545454545454,0.18181818181818182
2006-08-26,Man City,Arsenal,1.0,0.0,H,77,82,-5,2,1,43,-5,0.34210526315789475,0.0,3.0,-3.0,0.0,1,1,67,37,0.5263157894736842,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,,,0,-24,-42,-0.18421052631578946,0.0,-3.0,0.0,0.8125
2006-08-26,Tottenham,Everton,0.0,2.0,A,79,77,2,2,3,65,15,0.4736842105263158,2.0,2.0,0.0,0.5,2,4,50,-15,0.3684210526315789,3.0,2.0,1.0,0.5,0,0,0,0,0,0,0,0,,,-1,15,30,0.10526315789473688,0.0,-1.0,0.5384615384615384,0.07692307692307693
2006-08-26,Watford,Man United,1.0,2.0,A,68,82,-14,2,1,-1,-1,0.0,2.0,3.0,-1.0,0.0,2,6,83,38,0.6578947368421053,8.0,1.0,7.0,1.0,0,0,0,0,0,0,0,0,,,-5,-84,-39,-0.6578947368421053,-1.0,-8.0,0.0,1.0
2006-08-26,Wigan,Reading,1.0,0.0,H,74,71,3,1,0,51,-7,0.3947368421052632,1.0,2.0,-1.0,0.0,2,3,-1,-1,0.0,4.0,4.0,0.0,0.5,0,0,0,0,0,0,0,0,,,-3,52,-6,0.3947368421052632,-0.5,-1.0,,
2006-08-27,Aston Villa,Newcastle,2.0,0.0,H,75,79,-4,2,4,42,-13,0.2631578947368421,3.0,2.0,1.0,0.5,1,3,58,5,0.4473684210526316,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,1,-16,-18,-0.1842105263157895,-0.5,0.0,0.15384615384615385,0.5384615384615384
2006-08-27,Blackburn,Chelsea,0.0,2.0,A,77,84,-7,2,1,63,9,0.5,1.0,4.0,-3.0,0.0,2,3,91,50,0.7631578947368421,4.0,2.0,2.0,0.5,0,0,0,0,0,0,0,0,,,-2,-28,-41,-0.2631578947368421,-0.5,-5.0,0.45454545454545453,0.2727272727272727
2006-08-28,Middlesbrough,Portsmouth,0.0,4.0,A,76,75,1,2,3,45,-10,0.3157894736842105,4.0,4.0,0.0,0.5,2,4,38,-25,0.2631578947368421,3.0,0.0,3.0,0.5,0,0,0,0,0,0,0,0,,,-1,7,15,0.05263157894736842,0.0,-3.0,0.0,0.5
2006-09-09,Arsenal,Middlesbrough,1.0,1.0,D,82,76,6,2,1,67,37,0.5263157894736842,1.0,2.0,-1.0,0.0,3,3,45,-10,0.3157894736842105,4.0,8.0,-4.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,-2,22,47,0.21052631578947367,-0.3333333333333333,3.0,0.7222222222222222,0.16666666666666666
2006-09-09,Bolton,Watford,1.0,0.0,H,76,68,8,3,4,56,8,0.3947368421052632,3.0,3.0,0.0,0.3333333333333333,3,1,-1,-1,0.0,3.0,5.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,3,57,9,0.3947368421052632,0.3333333333333333,2.0,,
2006-09-09,Chelsea,Charlton,2.0,1.0,H,84,75,9,3,6,91,50,0.7631578947368421,6.0,2.0,4.0,0.6666666666666666,3,3,47,-14,0.34210526315789475,3.0,6.0,-3.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,3,44,64,0.4210526315789474,0.3333333333333333,7.0,0.5714285714285714,0.35714285714285715
2006-09-09,Everton,Liverpool,3.0,0.0,H,77,81,-4,3,7,50,-15,0.3684210526315789,5.0,2.0,3.0,0.6666666666666666,2,4,82,32,0.6578947368421053,3.0,2.0,1.0,0.5,0,0,0,0,0,0,0,0,,,3,-32,-47,-0.2894736842105264,0.16666666666666666,2.0,0.23076923076923078,0.38461538461538464
2006-09-09,Man United,Tottenham,1.0,0.0,H,82,79,3,3,9,83,38,0.6578947368421053,10.0,2.0,8.0,1.0,3,3,65,15,0.4736842105263158,2.0,4.0,-2.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,6,18,23,0.1842105263157895,0.6666666666666667,10.0,0.7307692307692307,0.11538461538461539
2006-09-09,Newcastle,Fulham,1.0,2.0,A,79,75,4,2,3,58,5,0.4473684210526316,2.0,3.0,-1.0,0.5,3,4,48,-10,0.3684210526315789,3.0,6.0,-3.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,-1,10,15,0.07894736842105265,0.16666666666666669,2.0,0.4,0.4
2006-09-09,Portsmouth,Wigan,1.0,0.0,H,75,74,1,3,7,38,-25,0.2631578947368421,7.0,0.0,7.0,0.6666666666666666,2,3,51,-7,0.3947368421052632,2.0,2.0,0.0,0.5,0,0,0,0,0,0,0,0,,,4,-13,-18,-0.13157894736842113,0.16666666666666666,7.0,0.5,0.5
2006-09-09,Sheffield United,Blackburn,0.0,0.0,D,72,77,-5,3,1,-1,-1,0.0,1.0,4.0,-3.0,0.0,3,1,63,9,0.5,1.0,6.0,-5.0,0.0,0,0,0,0,0,0,0,0,,,0,-64,-10,-0.5,0.0,2.0,0.0,0.5
2006-09-10,West Ham,Aston Villa,1.0,1.0,D,76,75,1,3,4,55,-3,0.42105263157894735,5.0,4.0,1.0,0.3333333333333333,3,7,42,-13,0.2631578947368421,5.0,2.0,3.0,0.6666666666666666,0,0,0,0,0,0,0,0,,,-3,13,10,0.15789473684210525,-0.3333333333333333,-2.0,0.22727272727272727,0.2727272727272727
2006-09-11,Reading,Man City,1.0,0.0,H,71,77,-6,3,3,-1,-1,0.0,4.0,5.0,-1.0,0.3333333333333333,3,4,43,-5,0.34210526315789475,1.0,3.0,-2.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,-1,-44,4,-0.34210526315789475,0.0,1.0,,
2006-09-16,Bolton,Middlesbrough,0.0,0.0,D,76,76,0,4,7,56,8,0.3947368421052632,4.0,3.0,1.0,0.5,4,4,45,-10,0.3157894736842105,5.0,9.0,-4.0,0.25,0,0,0,0,0,0,0,0,,,3,11,18,0.07894736842105271,0.25,5.0,0.3,0.2
2006-09-16,Charlton,Portsmouth,0.0,1.0,A,75,75,0,4,3,47,-14,0.34210526315789475,4.0,8.0,-4.0,0.25,4,10,38,-25,0.2631578947368421,8.0,0.0,8.0,0.75,0,0,0,0,0,0,0,0,,,-7,9,11,0.07894736842105265,-0.5,-12.0,0.6666666666666666,0.16666666666666666
2006-09-16,Everton,Wigan,2.0,2.0,D,77,74,3,4,10,50,-15,0.3684210526315789,8.0,2.0,6.0,0.75,3,3,51,-7,0.3947368421052632,2.0,3.0,-1.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,7,-1,-8,-0.026315789473684292,0.4166666666666667,7.0,0.0,0.5
2006-09-16,Sheffield United,Reading,1.0,2.0,A,72,71,1,4,2,-1,-1,0.0,1.0,4.0,-3.0,0.0,4,6,-1,-1,0.0,5.0,5.0,0.0,0.5,0,0,0,0,0,0,0,0,,,-4,0,0,0.0,-0.5,-3.0,,
2006-09-16,Watford,Aston Villa,0.0,0.0,D,68,75,-7,4,1,-1,-1,0.0,3.0,6.0,-3.0,0.0,4,8,42,-13,0.2631578947368421,6.0,3.0,3.0,0.5,0,0,0,0,0,0,0,0,,,-7,-43,12,-0.2631578947368421,-0.5,-6.0,0.0,1.0
2006-09-17,Blackburn,Man City,4.0,2.0,H,77,77,0,4,2,63,9,0.5,1.0,6.0,-5.0,0.0,4,4,43,-5,0.34210526315789475,1.0,4.0,-3.0,0.25,0,0,0,0,0,0,0,0,,,-2,20,14,0.15789473684210525,-0.25,-2.0,0.42857142857142855,0.14285714285714285
2006-09-17,Chelsea,Liverpool,1.0,0.0,H,84,81,3,4,9,91,50,0.7631578947368421,8.0,3.0,5.0,0.75,3,4,82,32,0.6578947368421053,3.0,5.0,-2.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,5,9,18,0.10526315789473684,0.4166666666666667,7.0,0.5,0.34615384615384615
2006-09-17,Man United,Arsenal,0.0,1.0,A,82,82,0,4,12,83,38,0.6578947368421053,11.0,2.0,9.0,1.0,3,2,67,37,0.5263157894736842,2.0,3.0,-1.0,0.0,1,0,0,0,0,0,0,0,,,10,16,1,0.13157894736842113,1.0,10.0,0.4230769230769231,0.2692307692307692
2006-09-17,Tottenham,Fulham,0.0,0.0,D,79,75,4,4,3,65,15,0.4736842105263158,2.0,5.0,-3.0,0.25,4,7,48,-10,0.3684210526315789,5.0,7.0,-2.0,0.5,0,0,0,0,0,0,0,0,,,-4,17,25,0.10526315789473688,-0.25,-1.0,0.4,0.5
2006-09-17,West Ham,Newcastle,0.0,2.0,A,76,79,-3,4,5,55,-3,0.42105263157894735,6.0,5.0,1.0,0.25,3,3,58,5,0.4473684210526316,3.0,5.0,-2.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,2,-3,-8,-0.02631578947368424,-0.08333333333333331,3.0,0.3181818181818182,0.45454545454545453
2006-09-20,Liverpool,Newcastle,2.0,0.0,H,81,79,2,4,4,82,32,0.6578947368421053,3.0,6.0,-3.0,0.25,4,6,58,5,0.4473684210526316,5.0,5.0,0.0,0.5,0,0,0,0,0,0,0,0,,,-2,24,27,0.21052631578947373,-0.25,-3.0,0.5384615384615384,0.23076923076923078
2006-09-23,Arsenal,Sheffield United,3.0,0.0,H,82,72,10,4,5,67,37,0.5263157894736842,3.0,3.0,0.0,0.25,5,2,-1,-1,0.0,2.0,6.0,-4.0,0.0,0,0,0,0,0,0,0,0,,0.0,3,68,38,0.5263157894736842,0.25,4.0,0.5,0.0
2006-09-23,Aston Villa,Charlton,2.0,0.0,H,75,75,0,5,9,42,-13,0.2631578947368421,6.0,3.0,3.0,0.4,5,3,47,-14,0.34210526315789475,4.0,9.0,-5.0,0.2,0,0,0,0,0,0,0,0,0.4,0.2,6,-5,1,-0.07894736842105265,0.2,8.0,0.5714285714285714,0.21428571428571427
2006-09-23,Fulham,Chelsea,0.0,2.0,A,75,84,-9,5,8,48,-10,0.3684210526315789,5.0,7.0,-2.0,0.4,5,12,91,50,0.7631578947368421,9.0,3.0,6.0,0.8,0,0,0,0,1,0,0,0,0.4,0.8,-4,-43,-60,-0.3947368421052632,-0.4,-8.0,0.1,0.6
2006-09-23,Liverpool,Tottenham,3.0,0.0,H,81,79,2,5,7,82,32,0.6578947368421053,5.0,6.0,-1.0,0.4,5,4,65,15,0.4736842105263158,2.0,5.0,-3.0,0.2,0,0,0,0,0,0,0,0,0.4,0.2,3,17,17,0.1842105263157895,0.2,2.0,0.4230769230769231,0.23076923076923078
2006-09-23,Man City,West Ham,2.0,0.0,H,77,76,1,5,4,43,-5,0.34210526315789475,3.0,8.0,-5.0,0.2,5,5,55,-3,0.42105263157894735,6.0,7.0,-1.0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,-1,-12,-2,-0.0789473684210526,0.0,-4.0,0.3333333333333333,0.5
2006-09-23,Middlesbrough,Blackburn,0.0,1.0,A,76,77,-1,5,5,45,-10,0.3157894736842105,5.0,9.0,-4.0,0.2,5,5,63,9,0.5,5.0,8.0,-3.0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,-18,-19,-0.1842105263157895,0.0,-1.0,0.42857142857142855,0.35714285714285715
2006-09-23,Reading,Man United,1.0,1.0,D,71,82,-11,5,9,-1,-1,0.0,7.0,6.0,1.0,0.6,5,12,83,38,0.6578947368421053,11.0,3.0,8.0,0.8,0,0,0,0,0,0,0,0,0.6,0.8,-3,-84,-39,-0.6578947368421053,-0.20000000000000007,-7.0,,
2006-09-23,Wigan,Watford,1.0,1.0,D,74,68,6,4,4,51,-7,0.3947368421052632,4.0,5.0,-1.0,0.25,5,2,-1,-1,0.0,3.0,6.0,-3.0,0.0,0,0,0,0,0,0,0,0,,0.0,2,52,-6,0.3947368421052632,0.25,2.0,,
2006-09-24,Newcastle,Everton,1.0,1.0,D,79,77,2,5,6,58,5,0.4473684210526316,5.0,7.0,-2.0,0.4,5,11,50,-15,0.3684210526315789,10.0,4.0,6.0,0.6,0,0,0,0,0,0,0,0,0.4,0.6,-5,8,20,0.07894736842105265,-0.2,-8.0,0.5,0.3076923076923077
2006-09-25,Portsmouth,Bolton,0.0,1.0,A,75,76,-1,5,13,38,-25,0.2631578947368421,9.0,0.0,9.0,0.8,5,8,56,8,0.3947368421052632,4.0,3.0,1.0,0.4,1,0,0,0,0,0,0,0,0.8,0.4,5,-18,-33,-0.13157894736842113,0.4,8.0,0.3333333333333333,0.3333333333333333
2006-09-30,Bolton,Liverpool,2.0,0.0,H,76,81,-5,6,11,56,8,0.3947368421052632,5.0,3.0,2.0,0.5,6,10,82,32,0.6578947368421053,8.0,6.0,2.0,0.5,0,0,0,0,0,0,0,0,0.4,0.6,1,-26,-24,-0.2631578947368421,0.0,0.0,0.14285714285714285,0.5714285714285714
2006-09-30,Charlton,Arsenal,1.0,2.0,A,75,82,-7,6,3,47,-14,0.34210526315789475,4.0,11.0,-7.0,0.16666666666666666,5,8,67,37,0.5263157894736842,6.0,3.0,3.0,0.4,0,0,1,0,0,0,0,0,0.2,0.4,-5,-20,-51,-0.18421052631578946,-0.2333333333333333,-10.0,0.14285714285714285,0.7142857142857143
2006-09-30,Chelsea,Aston Villa,1.0,1.0,D,84,75,9,6,15,91,50,0.7631578947368421,11.0,3.0,8.0,0.8333333333333334,6,12,42,-13,0.2631578947368421,8.0,3.0,5.0,0.5,1,0,0,0,0,0,0,0,0.8,0.6,3,49,63,0.5,0.33333333333333337,3.0,0.46153846153846156,0.2692307692307692
2006-09-30,Everton,Man City,1.0,1.0,D,77,77,0,6,12,50,-15,0.3684210526315789,11.0,5.0,6.0,0.5,6,7,43,-5,0.34210526315789475,5.0,8.0,-3.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,5,7,-10,0.02631578947368418,0.16666666666666669,9.0,0.4375,0.375
2006-09-30,Sheffield United,Middlesbrough,2.0,1.0,H,72,76,-4,6,2,-1,-1,0.0,2.0,9.0,-7.0,0.0,6,5,45,-10,0.3157894736842105,5.0,10.0,-5.0,0.16666666666666666,0,0,0,0,0,0,0,0,0.0,0.2,-3,-46,9,-0.3157894736842105,-0.16666666666666666,-2.0,,
2006-10-01,Blackburn,Wigan,2.0,1.0,H,77,74,3,6,8,63,9,0.5,6.0,8.0,-2.0,0.3333333333333333,5,5,51,-7,0.3947368421052632,5.0,6.0,-1.0,0.2,0,0,0,0,0,0,0,0,0.4,0.2,3,12,16,0.10526315789473678,0.1333333333333333,-1.0,0.5,0.0
2006-10-01,Man United,Newcastle,2.0,0.0,H,82,79,3,6,13,83,38,0.6578947368421053,12.0,4.0,8.0,0.6666666666666666,6,7,58,5,0.4473684210526316,6.0,8.0,-2.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.6,0.2,6,25,33,0.21052631578947373,0.3333333333333333,10.0,0.5769230769230769,0.11538461538461539
2006-10-01,Tottenham,Portsmouth,2.0,1.0,H,79,75,4,6,4,65,15,0.4736842105263158,2.0,8.0,-6.0,0.16666666666666666,6,13,38,-25,0.2631578947368421,9.0,1.0,8.0,0.6666666666666666,0,0,0,0,0,0,0,0,0.2,0.6,-9,27,40,0.21052631578947373,-0.5,-14.0,0.6666666666666666,0.3333333333333333
2006-10-01,West Ham,Reading,0.0,1.0,A,76,71,5,6,5,55,-3,0.42105263157894735,6.0,9.0,-3.0,0.16666666666666666,6,10,-1,-1,0.0,8.0,7.0,1.0,0.5,0,0,0,0,0,0,0,0,0.0,0.4,-5,56,-2,0.42105263157894735,-0.33333333333333337,-4.0,,
2006-10-02,Watford,Fulham,3.0,3.0,D,68,75,-7,6,3,-1,-1,0.0,4.0,7.0,-3.0,0.0,6,8,48,-10,0.3684210526315789,5.0,9.0,-4.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.4,-5,-49,9,-0.3684210526315789,-0.3333333333333333,1.0,,
2006-10-14,Arsenal,Watford,3.0,0.0,H,82,68,14,6,11,67,37,0.5263157894736842,8.0,4.0,4.0,0.5,7,4,-1,-1,0.0,7.0,10.0,-3.0,0.0,1,0,0,0,0,0,0,0,0.6,0.0,7,68,38,0.5263157894736842,0.5,7.0,1.0,0.0
2006-10-14,Aston Villa,Tottenham,1.0,1.0,D,75,79,-4,7,13,42,-13,0.2631578947368421,9.0,4.0,5.0,0.42857142857142855,7,7,65,15,0.4736842105263158,4.0,9.0,-5.0,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.2,6,-23,-28,-0.21052631578947373,0.14285714285714285,10.0,0.4230769230769231,0.2692307692307692
2006-10-14,Liverpool,Blackburn,1.0,1.0,D,81,77,4,7,10,82,32,0.6578947368421053,8.0,8.0,0.0,0.42857142857142855,7,11,63,9,0.5,8.0,9.0,-1.0,0.42857142857142855,0,0,0,0,1,0,0,0,0.4,0.6,-1,19,23,0.1578947368421053,0.0,1.0,0.45454545454545453,0.18181818181818182
2006-10-14,Man City,Sheffield United,0.0,0.0,D,77,72,5,7,8,43,-5,0.34210526315789475,6.0,9.0,-3.0,0.2857142857142857,7,5,-1,-1,0.0,4.0,10.0,-6.0,0.14285714285714285,0,0,0,0,0,0,0,0,0.4,0.2,3,44,-4,0.34210526315789475,0.14285714285714285,3.0,0.5,0.0
2006-10-14,Middlesbrough,Everton,2.0,1.0,H,76,77,-1,7,5,45,-10,0.3157894736842105,6.0,12.0,-6.0,0.14285714285714285,7,13,50,-15,0.3684210526315789,12.0,6.0,6.0,0.42857142857142855,0,0,0,0,0,0,0,0,0.0,0.4,-8,-5,5,-0.05263157894736842,-0.2857142857142857,-12.0,0.3333333333333333,0.4444444444444444
2006-10-14,Portsmouth,West Ham,2.0,0.0,H,75,76,-1,7,13,38,-25,0.2631578947368421,10.0,3.0,7.0,0.5714285714285714,7,5,55,-3,0.42105263157894735,6.0,10.0,-4.0,0.14285714285714285,0,0,0,0,0,0,1,0,0.6,0.0,8,-17,-22,-0.15789473684210525,0.42857142857142855,11.0,0.5,0.0
2006-10-14,Reading,Chelsea,0.0,1.0,A,71,84,-13,7,13,-1,-1,0.0,9.0,7.0,2.0,0.5714285714285714,7,16,91,50,0.7631578947368421,12.0,4.0,8.0,0.7142857142857143,0,0,0,0,0,0,0,0,0.6,0.8,-3,-92,-51,-0.7631578947368421,-0.1428571428571429,-6.0,,
2006-10-14,Wigan,Man United,1.0,3.0,A,74,82,-8,6,5,51,-7,0.3947368421052632,6.0,8.0,-2.0,0.16666666666666666,7,16,83,38,0.6578947368421053,14.0,4.0,10.0,0.7142857142857143,0,0,0,0,0,0,0,0,0.2,0.6,-11,-32,-45,-0.2631578947368421,-0.5476190476190477,-12.0,0.0,1.0
2006-10-15,Newcastle,Bolton,1.0,2.0,A,79,76,3,7,7,58,5,0.4473684210526316,6.0,10.0,-4.0,0.2857142857142857,7,14,56,8,0.3947368421052632,7.0,3.0,4.0,0.5714285714285714,0,0,0,0,0,0,0,0,0.2,0.6,-7,2,-3,0.05263157894736836,-0.2857142857142857,-8.0,0.5714285714285714,0.35714285714285715
2006-10-16,Fulham,Charlton,2.0,1.0,H,75,75,0,7,9,48,-10,0.3684210526315789,8.0,12.0,-4.0,0.2857142857142857,7,3,47,-14,0.34210526315789475,5.0,13.0,-8.0,0.14285714285714285,0,0,0,0,0,0,1,0,0.4,0.2,6,1,4,0.02631578947368418,0.14285714285714285,4.0,0.4,0.2
2006-10-21,Aston Villa,Fulham,1.0,1.0,D,75,75,0,8,14,42,-13,0.2631578947368421,10.0,5.0,5.0,0.375,8,12,48,-10,0.3684210526315789,10.0,13.0,-3.0,0.375,0,0,0,0,0,0,0,0,0.2,0.4,2,-6,-3,-0.10526315789473684,0.0,8.0,0.5,0.1
2006-10-21,Charlton,Watford,0.0,0.0,D,75,68,7,8,3,47,-14,0.34210526315789475,6.0,15.0,-9.0,0.125,8,4,-1,-1,0.0,7.0,13.0,-6.0,0.0,0,0,1,1,0,0,0,0,0.0,0.0,-1,48,-13,0.34210526315789475,0.125,-3.0,,
2006-10-21,Chelsea,Portsmouth,2.0,1.0,H,84,75,9,8,19,91,50,0.7631578947368421,13.0,4.0,9.0,0.75,8,16,38,-25,0.2631578947368421,12.0,3.0,9.0,0.625,0,0,0,0,0,0,0,0,0.8,0.6,3,53,75,0.5,0.125,0.0,1.0,0.0
